,sentence,target
1057,"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",4
1058,Intelligent and moving .,4
1059,"Loud , silly , stupid and pointless .",0
1060,Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .,2
1061,Occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,2
1062,"There is no insight into the anguish of Heidi 's life -- only a depiction of pain , today 's version of Greek tragedy , the talk-show guest decrying her fate .",2
1063,He 'd create a movie better than this .,1
1064,This clever caper movie has twists worthy of David Mamet and is enormous fun for thinking audiences .,4
1065,"Beyond the cleverness , the weirdness and the pristine camerawork , One Hour Photo is a sobering meditation on why we take pictures .",3
1066,"Yes , soar .",3
1067,"In the second half of the film , Frei 's control loosens in direct proportion to the amount of screen time he gives Nachtwey for self-analysis .",1
1068,"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",1
1069,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young Gaghan 's resume .",3
1070,"Rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",4
1071,"On its own , Big Trouble could be considered a funny little film .",3
1072,"Preposterous and tedious , Sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",1
1073,"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film",4
1074,"Here 's a British flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",3
1075,"Theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",1
1076,"Blade II merges bits and pieces from fighting games , wire fu , horror movies , mystery , James Bond , wrestling , sci-fi and anime into one big bloody stew .",3
1077,"The film 's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties .",2
1078,"A sterling film - a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made .",2
1079,Does n't really add up to much .,1
1080,"Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",3
1081,"An amalgam of The Fugitive , Blade Runner , and Total Recall , only without much energy or tension .",2
1082,A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .,2
1083,Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,1
1084,"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",4
1085,Imagine Susan Sontag falling in love with Howard Stern .,1
1086,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .",3
1087,The entire cast is extraordinarily good .,4
1088,"Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family .",3
1089,"Ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .",4
1090,Achieves a sort of filmic epiphany that revels in the true potential of the medium .,3
1091,Spare but quietly effective retelling .,3
1092,This is no `` Waterboy ! '',1
1093,"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .",0
1094,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable",1
1095,`` Interview '' loses its overall sense of mystery and becomes a TV episode rather than a documentary that you actually buy into .,0
1096,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .,4
1097,made Eddie Murphy a movie star and the man has n't aged a day .,3
1098,"Does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .",1
1099,A must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .,4
1100,"Though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",2
1101,And people make fun of me for liking Showgirls .,1
1102,What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .,0
1103,Draggin ' about dragons,2
1104,Storytelling feels slight .,1
1105,"This toothless Dog , already on cable , loses all bite on the big screen .",1
1106,"The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",0
1107,A beautifully made piece of unwatchable drivel .,2
1108,"Just one more collection of penis , breast and flatulence gags in search of a story .",0
1109,"If you 're not a fan , it might be like trying to eat Brussels sprouts .",1
1110,Rabbit-Proof Fence will probably make you angry .,2
1111,"God is great , the movie 's not .",2
1112,The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .,1
1113,"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .",3
1114,Pretentious editing ruins a potentially terrific flick .,1
1115,"But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",0
1116,Hollywood Ending is the most disappointing Woody Allen movie ever .,0
